file,class,label
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsCouponProductRelationExample.java,com.macro.mall.model.SmsCouponProductRelationExample$Criterion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PortalProductDaoTests.java,com.macro.mall.portal.PortalProductDaoTests,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\BookDuplicateException.java,com.iluwatar.versionnumber.BookDuplicateException,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SagaOrchestrator.java,com.iluwatar.saga.orchestration.SagaOrchestrator$CurrentState,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Axe.java,com.iluwatar.factorykit.Axe,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MassSelectorTest.java,com.iluwatar.specification.selector.MassSelectorTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Room.java,com.iluwatar.transactionscript.Room,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ImageController.java,com.iluwatar.image.microservice.ImageController,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\InformationApplication.java,com.iluwatar.information.microservice.InformationApplication,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SubtleMethodTest.java,com.iluwatar.templatemethod.SubtleMethodTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UmsPermissionExample.java,com.macro.mall.model.UmsPermissionExample$Criterion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CmsPrefrenceAreaProductRelationMapper.java,com.macro.mall.mapper.CmsPrefrenceAreaProductRelationMapper,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\TrampolineAppTest.java,com.iluwatar.trampoline.TrampolineAppTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsCoupon.java,com.macro.mall.model.SmsCoupon,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CoarseGrainedObject.java,com.iluwatar.compositeentity.CoarseGrainedObject,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CustomException.java,com.iluwatar.dao.CustomException,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CommandTest.java,com.iluwatar.front.controller.CommandTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Target.java,com.iluwatar.intercepting.filter.Target$TargetListener,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsProductAttributeCategoryExample.java,com.macro.mall.model.PmsProductAttributeCategoryExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ShoppingFacadeTest.java,com.iluwatar.sessionfacade.ShoppingFacadeTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\BallItemTest.java,com.iluwatar.twin.BallItemTest$InMemoryAppender,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PresentationTest.java,com.iluwatar.presentationmodel.PresentationTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SpatialPartitionBubbles.java,com.iluwatar.spatialpartition.SpatialPartitionBubbles,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\BarCustomer.java,com.iluwatar.throttling.BarCustomer,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\King.java,com.iluwatar.servant.King,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsFlashPromotionLogExample.java,com.macro.mall.model.SmsFlashPromotionLogExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ConsoleCoarseGrainedObject.java,com.iluwatar.compositeentity.ConsoleCoarseGrainedObject,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsPortalOrderReturnApplyService.java,com.macro.mall.portal.service.OmsPortalOrderReturnApplyService,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MemberReadHistoryServiceImpl.java,com.macro.mall.portal.service.impl.MemberReadHistoryServiceImpl,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\GameStatus.java,com.iluwatar.gameloop.GameStatus,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HibernateUtil.java,com.iluwatar.servicelayer.hibernate.HibernateUtil,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ParameterObjectTest.java,com.iluwatar.parameter.object.ParameterObjectTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ApiException.java,com.macro.mall.common.exception.ApiException,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\GameObject.java,com.iluwatar.doubledispatch.GameObject,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Product.java,com.iluwatar.aggregator.microservices.Product,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsHomeBrand.java,com.macro.mall.model.SmsHomeBrand,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\State.java,com.iluwatar.state.State,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsProductFullReductionExample.java,com.macro.mall.model.PmsProductFullReductionExample$Criteria,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\NonExistentProductException.java,com.iluwatar.monolithic.exceptions.NonExistentProductException,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\quick_sort.java,chapter_sorting.QuickSort,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsCommentReplayExample.java,com.macro.mall.model.PmsCommentReplayExample$Criteria,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\DragonSlayingStrategyTest.java,com.iluwatar.strategy.DragonSlayingStrategyTest$InMemoryAppender,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\LordBaelish.java,com.iluwatar.event.aggregator.LordBaelish,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\KingdomFactory.java,com.iluwatar.abstractfactory.KingdomFactory,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsOrderSettingServiceImpl.java,com.macro.mall.service.impl.OmsOrderSettingServiceImpl,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsOrderReturnReasonExample.java,com.macro.mall.model.OmsOrderReturnReasonExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\coin_change_greedy.java,chapter_greedy.coin_change_greedy,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\linkedlist_stack.java,chapter_stack_and_queue.LinkedListStack,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\RetryTest.java,com.iluwatar.retry.RetryTest,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsCartItemExample.java,com.macro.mall.model.OmsCartItemExample$Criterion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HashShardManagerTest.java,com.iluwatar.sharding.HashShardManagerTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\IvoryTower.java,com.iluwatar.singleton.IvoryTower,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CmsPrefrenceAreaServiceImpl.java,com.macro.mall.service.impl.CmsPrefrenceAreaServiceImpl,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HalflingThiefTest.java,com.iluwatar.templatemethod.HalflingThiefTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsHomeRecommendSubjectController.java,com.macro.mall.controller.SmsHomeRecommendSubjectController,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UserAccount.java,com.iluwatar.caching.UserAccount,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsFlashPromotionExample.java,com.macro.mall.model.SmsFlashPromotionExample,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Order.java,com.iluwatar.monolithic.model.Order,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\FrontControllerTest.java,com.iluwatar.front.controller.FrontControllerTest,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\DwarvenGoldmineFacadeTest.java,com.iluwatar.facade.DwarvenGoldmineFacadeTest$InMemoryAppender,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsProductAttributeCategoryDao.java,com.macro.mall.dao.PmsProductAttributeCategoryDao,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CharacterStepBuilder.java,com.iluwatar.stepbuilder.CharacterStepBuilder$ClassStep,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Inventory.java,com.iluwatar.doublechecked.locking.Inventory,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Spear.java,com.iluwatar.factorykit.Spear,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\quick_sort.java,chapter_sorting.QuickSortTailCall,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\RectTest.java,com.iluwatar.spatialpartition.RectTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\binary_tree_bfs.java,chapter_tree.binary_tree_bfs,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsBrandExample.java,com.macro.mall.model.PmsBrandExample$Criterion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Spellbook.java,com.iluwatar.servicelayer.spellbook.Spellbook,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsProductController.java,com.macro.mall.controller.PmsProductController,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CmsSubjectCategoryExample.java,com.macro.mall.model.CmsSubjectCategoryExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UmsMemberLevel.java,com.macro.mall.model.UmsMemberLevel,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsFlashPromotionController.java,com.macro.mall.controller.SmsFlashPromotionController,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\VideoObjectProxyTest.java,com.iluwatar.virtual.proxy.VideoObjectProxyTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MemberBrandAttentionRepository.java,com.macro.mall.portal.repository.MemberBrandAttentionRepository,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PropertiesFeatureToggleVersionTest.java,com.iluwatar.featuretoggle.pattern.propertiesversion.PropertiesFeatureToggleVersionTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Db.java,com.iluwatar.specialcase.Db$Product,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PropertiesFeatureToggleVersion.java,com.iluwatar.featuretoggle.pattern.propertiesversion.PropertiesFeatureToggleVersion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsSkuStock.java,com.macro.mall.model.PmsSkuStock,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MemberBrandAttention.java,com.macro.mall.portal.domain.MemberBrandAttention,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MemberCollectionService.java,com.macro.mall.portal.service.MemberCollectionService,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsHomeNewProductExample.java,com.macro.mall.model.SmsHomeNewProductExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CreatureStats.java,com.iluwatar.lockableobject.domain.CreatureStats,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Db.java,com.iluwatar.specialcase.Db$Account,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HitAndRunMethodTest.java,com.iluwatar.templatemethod.HitAndRunMethodTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\EmployeeHandle.java,com.iluwatar.commander.employeehandle.EmployeeHandle,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\BookRepository.java,com.iluwatar.versionnumber.BookRepository,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ProductDto.java,com.iluwatar.datatransfer.product.ProductDto,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsOrderSettingController.java,com.macro.mall.controller.OmsOrderSettingController,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PersonDbSimulatorImplementationTest.java,com.iluwatar.identitymap.PersonDbSimulatorImplementationTest,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CallsCount.java,com.iluwatar.throttling.CallsCount,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CmsHelpCategoryExample.java,com.macro.mall.model.CmsHelpCategoryExample$Criteria,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CmsTopicCategoryExample.java,com.macro.mall.model.CmsTopicCategoryExample,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OrderFilter.java,com.iluwatar.intercepting.filter.OrderFilter,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\RingMessageManagerTest.java,com.iluwatar.leaderelection.ring.RingMessageManagerTest,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\LogProducer.java,com.iluwatar.logaggregation.LogProducer,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Pixel.java,com.iluwatar.doublebuffer.Pixel,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CancelOrderReceiver.java,com.macro.mall.portal.component.CancelOrderReceiver,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\graph_bfs.java,chapter_graph.graph_bfs,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SlidingDoor.java,com.iluwatar.resource.acquisition.is.initialization.SlidingDoor,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\TreasureChestTest.java,com.iluwatar.iterator.list.TreasureChestTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UmsMemberLoginLogExample.java,com.macro.mall.model.UmsMemberLoginLogExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\FileLoader.java,com.iluwatar.model.view.presenter.FileLoader,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UmsRoleMenuRelationExample.java,com.macro.mall.model.UmsRoleMenuRelationExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CmsSubjectProductRelationMapper.java,com.macro.mall.mapper.CmsSubjectProductRelationMapper,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\LambdaStrategy.java,com.iluwatar.strategy.LambdaStrategy$Strategy,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\BookNotFoundException.java,com.iluwatar.versionnumber.BookNotFoundException,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UmsMenuExample.java,com.macro.mall.model.UmsMenuExample$Criteria,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ArmsDealer.java,com.iluwatar.unitofwork.ArmsDealer,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MallSearchApplicationTests.java,com.macro.mall.search.MallSearchApplicationTests,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsHomeNewProductServiceImpl.java,com.macro.mall.service.impl.SmsHomeNewProductServiceImpl,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\GameController.java,com.iluwatar.gameloop.GameController,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsProductParam.java,com.macro.mall.dto.PmsProductParam,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\max_product_cutting.java,chapter_greedy.max_product_cutting,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsOrderReturnApplyDao.java,com.macro.mall.dao.OmsOrderReturnApplyDao,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsCouponMapper.java,com.macro.mall.mapper.SmsCouponMapper,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsHomeAdvertiseServiceImpl.java,com.macro.mall.service.impl.SmsHomeAdvertiseServiceImpl,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\GuardTest.java,GuardTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HotelDao.java,com.iluwatar.transactionscript.HotelDao,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CandyGame.java,com.iluwatar.typeobject.CandyGame,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsOrderReturnReason.java,com.macro.mall.model.OmsOrderReturnReason,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\AlipayConfig.java,com.macro.mall.portal.config.AlipayConfig,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\RemoveDigitsHandler.java,com.iluwatar.pipeline.RemoveDigitsHandler,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\BucketPolicyConfigDto.java,com.macro.mall.dto.BucketPolicyConfigDto,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HayesVisitor.java,com.iluwatar.acyclicvisitor.HayesVisitor,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsOrderReturnApplyExample.java,com.macro.mall.model.OmsOrderReturnApplyExample$Criterion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PoisonPotion.java,com.iluwatar.flyweight.PoisonPotion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ProductDto.java,com.iluwatar.datatransfer.product.ProductDto$Supplier,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SimpleFluentIterable.java,com.iluwatar.fluentinterface.fluentiterable.simple.SimpleFluentIterable,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsProductAttributeParam.java,com.macro.mall.dto.PmsProductAttributeParam,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\heap_sort.java,chapter_sorting.heap_sort,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PrinterItem.java,com.iluwatar.collectingparameter.PrinterItem,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\GameLoopTest.java,com.iluwatar.gameloop.GameLoopTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\linked_list.java,chapter_array_and_linkedlist.linked_list,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsAlbumPicExample.java,com.macro.mall.model.PmsAlbumPicExample$GeneratedCriteria,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UmsMemberReceiveAddressController.java,com.macro.mall.portal.controller.UmsMemberReceiveAddressController,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Army.java,com.iluwatar.abstractfactory.Army,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Resource.java,com.iluwatar.mute.Resource,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MyComponentInPackageWithoutDot.java,sampleconfig.MyComponentInPackageWithoutDot,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HomePageView.java,com.iluwatar.templateview.HomePageView,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MemberProductCollectionRepository.java,com.macro.mall.portal.repository.MemberProductCollectionRepository,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SmsFlashPromotionSessionMapper.java,com.macro.mall.mapper.SmsFlashPromotionSessionMapper,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PriceControllerTest.java,com.iluwatar.price.microservice.PriceControllerTest,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ContactPageView.java,com.iluwatar.templateview.ContactPageView,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HomeController.java,com.macro.mall.portal.controller.HomeController,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HealthCheck.java,com.iluwatar.health.check.HealthCheck,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SpellDaoImpl.java,com.iluwatar.servicelayer.spell.SpellDaoImpl,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CalculatorModel.java,com.iluwatar.model.view.intent.CalculatorModel,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PersonDbSimulatorImplementation.java,com.iluwatar.identitymap.PersonDbSimulatorImplementation,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\MoneyDepositEvent.java,com.iluwatar.event.sourcing.event.MoneyDepositEvent,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\OmsCartItemExample.java,com.macro.mall.model.OmsCartItemExample,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ProductDao.java,com.iluwatar.domainmodel.ProductDao,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ProjectileStrategy.java,com.iluwatar.strategy.ProjectileStrategy,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ThreadCompleteListener.java,com.iluwatar.event.asynchronous.ThreadCompleteListener,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\UmsMemberTagMapper.java,com.macro.mall.mapper.UmsMemberTagMapper,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Letter.java,com.iluwatar.composite.Letter,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\ShardManagerTest.java,com.iluwatar.sharding.ShardManagerTest$TestShardManager,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\graph_adjacency_list.java,chapter_graph.graph_adjacency_list,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\PmsProductExample.java,com.macro.mall.model.PmsProductExample$Criterion,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\YouTubeService.java,com.iluwatar.business.delegate.YouTubeService,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\LoadBalancer.java,com.iluwatar.monostate.LoadBalancer,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\CmsMemberReportExample.java,com.macro.mall.model.CmsMemberReportExample$Criteria,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\AsynchronousHealthChecker.java,com.iluwatar.health.check.AsynchronousHealthChecker,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\HotelDaoImpl.java,com.iluwatar.transactionscript.HotelDaoImpl,1
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SubCreaturesTests.java,com.iluwatar.lockableobject.SubCreaturesTests,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\Input.java,com.iluwatar.masterworker.Input,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\SoulEatingEnchantment.java,com.iluwatar.bridge.SoulEatingEnchantment,0
C:\Users\shanu\Documents\BTP\CodeSmell-3\data\java_train\RealVideoObjectTest.java,com.iluwatar.virtual.proxy.RealVideoObjectTest,0
